season,team,player_name,batting_matches,bowling_matches,total_matches,runs_scored,balls_faced,fours,sixes,strike_rate,wickets_taken,balls_bowled,overs_bowled,runs_conceded,economy_rate,playing_role
Season 2,Pokhara Avengers,S Dhakal,2,5,5,7,4,0,0,175.00,3,89,14.8,135,9.10,Bowler
Season 2,Pokhara Avengers,Aakash Chand,3,5,5,5,6,0,0,83.33,4,88,14.7,158,10.77,Bowler
Season 2,Pokhara Avengers,MD Taylor,1,2,2,4,6,0,0,66.67,4,48,8.0,73,9.13,Bowler
Season 2,Pokhara Avengers,SK Chettri,1,1,1,2,4,0,0,50.00,1,9,1.5,5,3.33,Bowler
Season 2,Pokhara Avengers,Rohit Chand,0,1,1,0,0,0,0,0,1,24,4.0,30,7.50,Bowler
Season 2,Sudurpaschim Royals,B Bhandari,9,0,9,264,243,0,0,108.64,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,Aarif Sheikh,8,0,8,186,159,0,0,116.98,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,DS Airee,8,9,9,162,129,0,0,125.58,10,146,24.3,226,9.29,All-rounder
Season 2,Sudurpaschim Royals,I Pandey,8,5,8,160,161,0,0,99.38,2,43,7.2,59,8.23,Batter
Season 2,Sudurpaschim Royals,CA Lynn,6,0,6,143,124,0,0,115.32,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,Harmeet Singh,9,9,9,133,82,0,0,162.20,14,200,33.3,203,6.09,All-rounder
Season 2,Sudurpaschim Royals,J Brown,6,0,6,101,73,0,0,138.36,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,SC Kuggeleijn,5,8,8,30,28,0,0,107.14,11,162,27.0,161,5.96,Bowler
Season 2,Sudurpaschim Royals,SP Jackson,2,0,2,21,15,0,0,140.00,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,P Mehra,2,2,2,13,14,0,0,92.86,5,20,3.3,23,6.90,Bowler
Season 2,Sudurpaschim Royals,H Dhami,3,7,7,11,17,0,0,64.71,10,107,17.8,142,7.96,Bowler
Season 2,Sudurpaschim Royals,N Saud,3,4,4,10,15,0,0,66.67,2,36,6.0,42,7.00,Bowler
Season 2,Sudurpaschim Royals,Mukhtar Ahmed,1,0,1,10,11,0,0,90.91,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,Milan Bohara,1,1,1,5,2,0,0,250.00,0,6,1.0,6,6.00,Batter
Season 2,Sudurpaschim Royals,A Bohara,3,9,9,3,9,0,0,33.33,19,159,26.5,196,7.40,Bowler
Season 2,Sudurpaschim Royals,D Bohara,2,0,2,3,4,0,0,75.00,0,0,0.0,0,0,Batter
Season 2,Sudurpaschim Royals,H Mahara,0,2,2,0,0,0,0,0,1,20,3.3,34,10.20,Bowler
Season 2,Sudurpaschim Royals,D Parashar,0,1,1,0,0,0,0,0,0,12,2.0,17,8.50,Batter
